system:index,fecha,precip_mm,.geo
20201029,2020-10-29,3.8148820400238037,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201030,2020-10-30,2.0720982551574707,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201031,2020-10-31,5.996866226196289,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201101,2020-11-01,17.002058029174805,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201102,2020-11-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201103,2020-11-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201104,2020-11-04,8.501029014587402,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201105,2020-11-05,17.002058029174805,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201106,2020-11-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201107,2020-11-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201108,2020-11-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201109,2020-11-09,38.03121566772461,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201110,2020-11-10,12.677072525024414,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201111,2020-11-11,31.244834899902344,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201112,2020-11-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201113,2020-11-13,20.82988929748535,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201114,2020-11-14,10.414944648742676,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201115,2020-11-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201116,2020-11-16,19.513547897338867,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201117,2020-11-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201118,2020-11-18,29.270320892333984,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201119,2020-11-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201120,2020-11-20,9.756773948669434,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201121,2020-11-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201122,2020-11-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201123,2020-11-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201124,2020-11-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201125,2020-11-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201126,2020-11-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201127,2020-11-27,13.304856300354004,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201128,2020-11-28,13.304856300354004,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201129,2020-11-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201130,2020-11-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201201,2020-12-01,7.872193336486816,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201202,2020-12-02,7.872193336486816,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201203,2020-12-03,15.744386672973633,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201204,2020-12-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201205,2020-12-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201206,2020-12-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201207,2020-12-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201208,2020-12-08,30.056781768798828,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201209,2020-12-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201210,2020-12-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201211,2020-12-11,13.615816116333008,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201212,2020-12-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201213,2020-12-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201214,2020-12-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201215,2020-12-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201216,2020-12-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201217,2020-12-17,17.413572311401367,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201218,2020-12-18,17.413572311401367,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201219,2020-12-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201220,2020-12-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201221,2020-12-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201222,2020-12-22,15.16691780090332,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201223,2020-12-23,15.16691780090332,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201224,2020-12-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201225,2020-12-25,15.16691780090332,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201226,2020-12-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201227,2020-12-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201228,2020-12-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201229,2020-12-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201230,2020-12-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201231,2020-12-31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210101,2021-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210102,2021-01-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210103,2021-01-03,20.991321563720703,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210104,2021-01-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210105,2021-01-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210106,2021-01-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210107,2021-01-07,26.565258026123047,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210108,2021-01-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210109,2021-01-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210110,2021-01-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210111,2021-01-11,11.706768989562988,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210112,2021-01-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210113,2021-01-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210114,2021-01-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210115,2021-01-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210116,2021-01-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210117,2021-01-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210118,2021-01-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210119,2021-01-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210120,2021-01-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210121,2021-01-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210122,2021-01-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210123,2021-01-23,26.26168441772461,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210124,2021-01-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210125,2021-01-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210126,2021-01-26,13.745241165161133,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210127,2021-01-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210128,2021-01-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210129,2021-01-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210130,2021-01-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210131,2021-01-31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210201,2021-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210202,2021-02-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210203,2021-02-03,14.58852481842041,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210204,2021-02-04,14.58852481842041,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210205,2021-02-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210206,2021-02-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210207,2021-02-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210208,2021-02-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210209,2021-02-09,64.25167846679688,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210210,2021-02-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210211,2021-02-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210212,2021-02-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210213,2021-02-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210214,2021-02-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210215,2021-02-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210216,2021-02-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210217,2021-02-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210218,2021-02-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210219,2021-02-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210220,2021-02-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210221,2021-02-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210222,2021-02-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210223,2021-02-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210224,2021-02-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210225,2021-02-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210226,2021-02-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210227,2021-02-27,43.296546936035156,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210228,2021-02-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210301,2021-03-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210302,2021-03-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210303,2021-03-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210304,2021-03-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210305,2021-03-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210306,2021-03-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210307,2021-03-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210308,2021-03-08,24.22231101989746,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210309,2021-03-09,6.055577754974365,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210310,2021-03-10,6.055577754974365,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210311,2021-03-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210312,2021-03-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210313,2021-03-13,9.500372886657715,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210314,2021-03-14,9.500372886657715,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210315,2021-03-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210316,2021-03-16,10.243875503540039,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210317,2021-03-17,3.414625406265259,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210318,2021-03-18,10.243875503540039,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210319,2021-03-19,3.414625406265259,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210320,2021-03-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210321,2021-03-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210322,2021-03-22,10.279576301574707,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210323,2021-03-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210324,2021-03-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210325,2021-03-25,10.279576301574707,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210326,2021-03-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210327,2021-03-27,15.83303451538086,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210328,2021-03-28,15.83303451538086,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210329,2021-03-29,7.91651725769043,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210330,2021-03-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210331,2021-03-31,23.74955177307129,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210401,2021-04-01,28.78099822998047,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210402,2021-04-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210403,2021-04-03,14.390499114990234,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210404,2021-04-04,4.796833038330078,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210405,2021-04-05,4.796833038330078,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210406,2021-04-06,19.679424285888672,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210407,2021-04-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210408,2021-04-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210409,2021-04-09,9.839712142944336,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210410,2021-04-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210411,2021-04-11,11.425477981567383,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210412,2021-04-12,5.712738990783691,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210413,2021-04-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210414,2021-04-14,34.27643585205078,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210415,2021-04-15,5.712738990783691,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210416,2021-04-16,30.962310791015625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210417,2021-04-17,10.320770263671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210418,2021-04-18,10.320770263671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210419,2021-04-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210420,2021-04-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210421,2021-04-21,12.590901374816895,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210422,2021-04-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210423,2021-04-23,12.590901374816895,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210424,2021-04-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210425,2021-04-25,6.295450687408447,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210426,2021-04-26,16.29666519165039,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210427,2021-04-27,8.148332595825195,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210428,2021-04-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210429,2021-04-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210430,2021-04-30,8.148332595825195,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210501,2021-05-01,5.264708518981934,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210502,2021-05-02,5.264708518981934,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210503,2021-05-03,10.529417037963867,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210504,2021-05-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210505,2021-05-05,5.264708518981934,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210506,2021-05-06,5.072341442108154,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210507,2021-05-07,10.144682884216309,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210508,2021-05-08,5.072341442108154,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210509,2021-05-09,10.144682884216309,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210510,2021-05-10,10.144682884216309,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210511,2021-05-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210512,2021-05-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210513,2021-05-13,12.627004623413086,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210514,2021-05-14,4.209001541137695,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210515,2021-05-15,4.209001541137695,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210516,2021-05-16,20.520557403564453,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210517,2021-05-17,5.130139350891113,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210518,2021-05-18,15.39041805267334,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210519,2021-05-19,5.130139350891113,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210520,2021-05-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210521,2021-05-21,13.643674850463867,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210522,2021-05-22,6.821837425231934,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210523,2021-05-23,6.821837425231934,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210524,2021-05-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210525,2021-05-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210526,2021-05-26,20.667299270629883,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210527,2021-05-27,6.889099597930908,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210528,2021-05-28,6.889099597930908,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210529,2021-05-29,7.873257637023926,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210530,2021-05-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210531,2021-05-31,6.889099597930908,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210601,2021-06-01,12.200060844421387,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210602,2021-06-02,12.200060844421387,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210603,2021-06-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210604,2021-06-04,8.133373260498047,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210605,2021-06-05,12.200060844421387,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210606,2021-06-06,3.5512421131134033,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210607,2021-06-07,7.102484226226807,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210608,2021-06-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210609,2021-06-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210610,2021-06-10,7.102484226226807,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210611,2021-06-11,6.080179691314697,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210612,2021-06-12,12.160359382629395,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210613,2021-06-13,18.24053955078125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210614,2021-06-14,6.080179691314697,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210615,2021-06-15,12.160359382629395,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210616,2021-06-16,5.004604339599609,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210617,2021-06-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210618,2021-06-18,10.009208679199219,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210619,2021-06-19,10.009208679199219,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210620,2021-06-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210621,2021-06-21,13.38577938079834,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210622,2021-06-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210623,2021-06-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210624,2021-06-24,13.38577938079834,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210625,2021-06-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210626,2021-06-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210627,2021-06-27,4.716178894042969,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210628,2021-06-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210629,2021-06-29,9.432357788085938,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210630,2021-06-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210701,2021-07-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210702,2021-07-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210703,2021-07-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210704,2021-07-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210705,2021-07-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210706,2021-07-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210707,2021-07-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210708,2021-07-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210709,2021-07-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210710,2021-07-10,11.723258972167969,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210711,2021-07-11,14.111937522888184,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210712,2021-07-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210713,2021-07-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210714,2021-07-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210715,2021-07-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210716,2021-07-16,4.1525092124938965,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210717,2021-07-17,8.305018424987793,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210718,2021-07-18,4.1525092124938965,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210719,2021-07-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210720,2021-07-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210721,2021-07-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210722,2021-07-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210723,2021-07-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210724,2021-07-24,16.319190979003906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210725,2021-07-25,16.319190979003906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210726,2021-07-26,3.9240567684173584,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210727,2021-07-27,11.772170066833496,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210728,2021-07-28,7.848113536834717,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210729,2021-07-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210730,2021-07-30,7.848113536834717,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210731,2021-07-31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210801,2021-08-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210802,2021-08-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210803,2021-08-03,5.779716491699219,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210804,2021-08-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210805,2021-08-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210806,2021-08-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210807,2021-08-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210808,2021-08-08,28.374839782714844,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210809,2021-08-09,11.349936485290527,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210810,2021-08-10,11.349936485290527,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210811,2021-08-11,10.961358070373535,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210812,2021-08-12,5.480679035186768,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210813,2021-08-13,16.44203758239746,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210814,2021-08-14,10.961358070373535,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210815,2021-08-15,16.44203758239746,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210816,2021-08-16,10.079781532287598,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210817,2021-08-17,10.079781532287598,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210818,2021-08-18,5.039890766143799,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210819,2021-08-19,15.119671821594238,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210820,2021-08-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210821,2021-08-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210822,2021-08-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210823,2021-08-23,5.626260757446289,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210824,2021-08-24,22.505043029785156,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210825,2021-08-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210826,2021-08-26,8.492026329040527,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210827,2021-08-27,8.492026329040527,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210828,2021-08-28,4.246013164520264,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210829,2021-08-29,8.492026329040527,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210830,2021-08-30,4.246013164520264,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210831,2021-08-31,16.984052658081055,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210901,2021-09-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210902,2021-09-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210903,2021-09-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210904,2021-09-04,7.283567905426025,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210905,2021-09-05,14.56713581085205,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210906,2021-09-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210907,2021-09-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210908,2021-09-08,9.026741027832031,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210909,2021-09-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210910,2021-09-10,18.053482055664062,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210911,2021-09-11,16.064912796020508,"{""type"":""MultiPoint"",""coordinates"":[]}"
