"Fecha-Hora  (UTC)","Lat(°)","Long(°)","Prof(Km)","Mag.","Tipo Mag.","Fases","Rms(Seg)","Gap(°)","Error Lat(Km)","Error Long(Km)","Error Prof(Km)","Region","QuakeML","Fases","Mapa","Estado"
"2025-06-21 18:59:06","5.016","-74.618","15","1.5","MLr_2","22","0.7","228","3.041","3.041","4.80","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-06-27 15:35:01","5.163","-74.557","0","1.6","MLr_2","9","0.4","247","2.687","2.687","3.70","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-06-30 14:24:15","5.132","-74.689","11.7","1.1","MLr_2","9","0.1","210","0.707","0.707","7.10","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-07-16 04:56:06","5.31","-74.604","16.35","1.6","MLr_2","35","0.6","91","0.849","0.849","1.20","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-07-22 08:55:34","5.361","-74.634","3.6","0.9","MLr_2","10","0.4","238","2.475","2.475","4.00","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-08-13 15:02:31","5.046","-74.679","15.98","1.3","MLr_2","12","0.7","134","4.192","4.531","9.94","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-08-16 02:52:36","5.349","-74.592","4.96","1.3","MLr_2","13","0.6","182","3.991","2.629","6.86","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-08-22 18:22:26","5.048","-74.653","7.83","1.1","MLr_2","8","0.6","115","2.573","3.593","6.12","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-09-13 10:03:25","5.035","-74.699","3","1.3","MLr_2","14","0.3","206","1.131","1.131","2.10","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-09-15 18:41:01","5.052","-74.648","0","1.2","MLr_2","10","0.3","130","1.273","1.273","2.60","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-09-22 10:21:16","5.017","-74.593","12.99","1.3","MLr_2","11","0.5","119","2.651","2.241","3.31","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-09-27 13:22:25","5.358","-74.619","42.74","1.0","MLr_2","8","0.2","218","4.950","4.950","5.70","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-09-29 08:53:49","5.227","-74.681","26.88","1.1","MLr_2","8","1.0","178","4.063","7.934","9.56","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-10-02 22:16:10","5.418","-74.639","28.04","0.9","MLr_2","8","0.2","222","2.616","2.616","2.10","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-10-03 06:54:09","5.025","-74.707","22.07","1.3","MLr_2","9","0.8","178","3.101","6.051","10.10","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-10-05 11:29:47","5.231","-74.72","15.74","0.9","MLr_2","7","0.6","250","4.441","6.117","9.16","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-10-11 22:07:40","5.171","-74.605","0","0.8","MLr_2","8","0.2","269","2.828","2.828","3.60","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-10-13 10:35:50","5.304","-74.726","14","0.8","MLr_2","10","0.2","252","2.333","2.333","9.80","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-10-15 23:23:51","5.018","-74.676","23.77","2.1","MLr_2","32","1.0","43","2.089","1.390","3.21","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-11-16 06:18:38","5.083","-74.71","32.62","1.0","MLr_2","7","0.8","140","3.188","3.558","7.57","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-11-19 18:29:04","5.022","-74.685","3","0.6","MLr_2","8","0.3","259","2.121","2.121","2.90","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-11-28 07:18:42","5.101","-74.662","0","1.0","MLr_2","9","0.6","143","0.707","0.707","1.80","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-11-29 20:14:06","5.066","-74.626","20.06","0.8","MLr_2","14","0.5","142","1.556","1.556","3.70","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-11-30 14:11:11","5.178","-74.556","11.29","1.6","MLr_2","24","1.0","51","2.591","2.217","6.06","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-11-30 17:14:32","5.19","-74.541","12.93","1.3","MLr_2","18","1.0","115","3.100","2.501","5.98","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-12-06 10:24:33","5.182","-74.566","12.7","1.1","MLr_2","9","0.7","182","5.780","3.821","8.19","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-12-09 00:28:59","5.161","-74.699","15.98","1.1","MLr_2","11","0.8","120","2.795","2.532","6.51","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-12-17 05:13:51","5.023","-74.585","12.93","1.3","MLr_2","14","0.7","55","2.457","2.693","6.66","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-12-30 23:37:01","5.033","-74.572","29.39","1.8","MLr_2","25","0.9","34","2.070","1.632","4.86","Guaduas - Cundinamarca, Colombia","","","","manual"
"2025-12-31 22:44:16","5.017","-74.684","0","0.7","MLr_2","7","0.2","260","2.192","2.192","2.50","Guaduas - Cundinamarca, Colombia","","","","manual"
