system:index,RH_2m,datetime,.geo
20160106T16,69.01092866362403,2016-01-06 16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T17,65.11015858729569,2016-01-06 17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T18,60.020070884161115,2016-01-06 18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T19,60.803533327415984,2016-01-06 19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T20,59.87232084536603,2016-01-06 20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T21,58.22458644554275,2016-01-06 21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T22,61.510210072135706,2016-01-06 22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160106T23,74.1144209668868,2016-01-06 23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T00,74.1132008678631,2016-01-07 00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T01,80.18468763863213,2016-01-07 01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T02,70.49560430739758,2016-01-07 02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T03,76.525316133143,2016-01-07 03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T04,80.25912832557816,2016-01-07 04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T05,85.97616882182287,2016-01-07 05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T06,82.840338291127,2016-01-07 06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T07,83.1354907641632,2016-01-07 07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T08,83.15031899309189,2016-01-07 08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T09,81.99013276252413,2016-01-07 09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T10,83.41166175665373,2016-01-07 10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T11,83.50075551442674,2016-01-07 11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T12,87.39052278086767,2016-01-07 12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T13,79.08492892834175,2016-01-07 13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T14,73.3504589265013,2016-01-07 14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T15,67.6674918624822,2016-01-07 15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T16,64.3472239502869,2016-01-07 16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T17,61.43516730457357,2016-01-07 17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T18,57.97123346330276,2016-01-07 18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T19,58.59306534008931,2016-01-07 19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T20,57.74893773656144,2016-01-07 20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T21,59.13925285749095,2016-01-07 21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T22,61.74043248605556,2016-01-07 22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160107T23,75.37558627166528,2016-01-07 23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T00,78.84596882596524,2016-01-08 00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T01,80.75185531838453,2016-01-08 01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T02,86.36345685478707,2016-01-08 02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T03,88.71767576280341,2016-01-08 03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T04,89.85249326061508,2016-01-08 04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T05,92.03887930343109,2016-01-08 05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T06,88.44726988109974,2016-01-08 06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T07,84.43909664199646,2016-01-08 07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T08,87.5010925688099,2016-01-08 08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T09,91.08748356757319,2016-01-08 09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T10,91.6747581228585,2016-01-08 10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T11,93.90485028688124,2016-01-08 11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T12,91.7712414191799,2016-01-08 12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T13,90.58211565487268,2016-01-08 13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T14,89.17486349271077,2016-01-08 14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T15,86.65986241417511,2016-01-08 15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T16,86.64834724122066,2016-01-08 16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T17,84.96288333006578,2016-01-08 17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T18,81.84497311491839,2016-01-08 18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160108T19,82.37239042366208,2016-01-08 19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
